Ticket,Type,Volume,OpenPrice,ClosePrice,Profit,Commission,Swap,OpenTime,CloseTime
767,0,6.2,27705.3,27760.82,-344.22,0.0,0.0,2026.07.29 08:48,2026.07.29 09:36
768,0,6.2,27705.3,27760.82,-344.22,0.0,0.0,2026.07.29 08:48,2026.07.29 09:36
769,0,6.2,27705.3,27760.82,-344.22,0.0,0.0,2026.07.29 08:48,2026.07.29 09:36
774,0,6.2,27792.47,27848.27,-345.96,0.0,0.0,2026.07.29 16:26,2026.07.29 16:34
775,0,12.3,27792.47,27848.27,-686.34,0.0,0.0,2026.07.29 16:26,2026.07.29 16:34
776,0,6.2,27792.47,27848.27,-345.96,0.0,0.0,2026.07.29 16:26,2026.07.29 16:34
777,0,6.2,27792.47,27848.27,-345.96,0.0,0.0,2026.07.29 16:26,2026.07.29 16:34
782,1,6.1,27502.82,27447.78,-335.74,0.0,0.0,2026.07.30 05:18,2026.07.30 05:40
783,1,12.2,27502.82,27447.78,-671.49,0.0,0.0,2026.07.30 05:18,2026.07.30 05:40
784,1,6.1,27502.82,27447.78,-335.74,0.0,0.0,2026.07.30 05:18,2026.07.30 05:40
785,1,6.1,27502.82,27447.78,-335.74,0.0,0.0,2026.07.30 05:18,2026.07.30 05:40
790,1,12.1,27399.78,27476.76,931.46,0.0,0.0,2026.07.30 12:59,2026.07.30 13:18
791,1,6.1,27399.78,27555.94,952.58,0.0,0.0,2026.07.30 12:59,2026.07.30 14:06
792,1,6.1,27399.78,27608.35,1272.28,0.0,0.0,2026.07.30 12:59,2026.07.30 14:39
793,1,6.1,27399.78,28391.18,6047.54,0.0,-36.54,2026.07.30 12:59,2026.07.31 15:05
798,0,12.6,28447.14,28363.37,1055.5,0.0,0.0,2026.08.03 11:51,2026.08.03 14:06
799,0,6.3,28447.14,28279.5,1056.13,0.0,0.0,2026.08.03 11:51,2026.08.03 15:06
800,0,6.3,28447.14,28223.28,1410.32,0.0,0.0,2026.08.03 11:51,2026.08.03 16:32
801,0,6.3,28447.14,28426.24,131.67,0.0,0.0,2026.08.03 11:51,2026.08.03 16:37
806,1,12.4,29761.04,29850.3,1106.82,0.0,0.0,2026.08.05 12:48,2026.08.05 16:28
807,1,6.2,29761.04,29939.59,1107.01,0.0,0.0,2026.08.05 12:48,2026.08.05 16:43
808,1,6.2,29761.04,29760.97,-0.43,0.0,0.0,2026.08.05 12:48,2026.08.05 17:31
809,1,6.2,29761.04,29760.97,-0.43,0.0,0.0,2026.08.05 12:48,2026.08.05 17:31
814,1,12.8,29429.84,29518.54,1135.36,0.0,0.0,2026.08.07 08:59,2026.08.07 11:11
815,1,6.4,29429.84,29607.12,1134.59,0.0,0.0,2026.08.07 08:59,2026.08.07 15:30
816,1,6.4,29429.84,29666.39,1513.92,0.0,0.0,2026.08.07 08:59,2026.08.07 15:30
817,1,6.4,29429.84,29533.23,661.7,0.0,0.0,2026.08.07 08:59,2026.08.07 17:04
822,1,13.2,29606.46,29700.29,1238.56,0.0,0.0,2026.08.12 06:53,2026.08.12 11:20
823,1,6.6,29606.46,29792.41,1227.27,0.0,0.0,2026.08.12 06:53,2026.08.12 15:29
824,1,6.6,29606.46,29853.08,1627.69,0.0,0.0,2026.08.12 06:53,2026.08.12 16:06
825,1,6.6,29606.46,29735.88,854.17,0.0,0.0,2026.08.12 06:53,2026.08.12 18:34
830,1,13.6,29766.23,29857.56,1242.09,0.0,0.0,2026.08.13 05:32,2026.08.13 16:34
831,1,6.8,29766.23,29947.78,1234.54,0.0,0.0,2026.08.13 05:32,2026.08.13 16:37
832,1,6.8,29766.23,30008.06,1644.44,0.0,0.0,2026.08.13 05:32,2026.08.13 16:46
833,1,6.8,29766.23,30068.09,2052.65,0.0,-40.74,2026.08.13 05:32,2026.08.14 04:01
838,1,14.1,30078.52,30167.32,1252.08,0.0,0.0,2026.08.14 07:43,2026.08.14 13:05
839,1,7.0,30078.52,30078.54,0.14,0.0,0.0,2026.08.14 07:43,2026.08.14 17:23
840,1,7.0,30078.52,30078.54,0.14,0.0,0.0,2026.08.14 07:43,2026.08.14 17:23
841,1,7.0,30078.52,30078.54,0.14,0.0,0.0,2026.08.14 07:43,2026.08.14 17:23
846,1,7.2,29535.66,29476.51,-425.88,0.0,0.0,2026.08.19 12:09,2026.08.19 12:55
847,1,14.5,29535.66,29476.51,-857.68,0.0,0.0,2026.08.19 12:09,2026.08.19 12:55
848,1,7.2,29535.66,29476.51,-425.88,0.0,0.0,2026.08.19 12:09,2026.08.19 12:55
849,1,7.2,29535.66,29476.51,-425.88,0.0,0.0,2026.08.19 12:09,2026.08.19 12:55
854,0,7.1,29491.65,29550.75,-419.61,0.0,0.0,2026.08.19 13:38,2026.08.19 15:34
855,0,14.3,29491.65,29550.75,-845.13,0.0,0.0,2026.08.19 13:38,2026.08.19 15:34
856,0,7.1,29491.65,29550.75,-419.61,0.0,0.0,2026.08.19 13:38,2026.08.19 15:34
857,0,7.1,29491.65,29550.75,-419.61,0.0,0.0,2026.08.19 13:38,2026.08.19 15:34
862,0,14.1,29474.91,29382.1,1308.62,0.0,0.0,2026.08.20 12:09,2026.08.20 14:21
863,0,7.0,29474.91,29291.04,1287.09,0.0,0.0,2026.08.20 12:09,2026.08.20 14:56
864,0,7.0,29474.91,29230.4,1711.57,0.0,0.0,2026.08.20 12:09,2026.08.20 15:08
865,0,7.0,29474.91,29278.83,1372.56,0.0,7.72,2026.08.20 12:09,2026.08.21 03:07
870,0,7.4,29269.98,29328.71,-434.6,0.0,0.0,2026.08.21 04:57,2026.08.21 05:23
871,0,14.8,29269.98,29328.71,-869.2,0.0,0.0,2026.08.21 04:57,2026.08.21 05:23
872,0,7.4,29269.98,29328.71,-434.6,0.0,0.0,2026.08.21 04:57,2026.08.21 05:23
873,0,7.4,29269.98,29328.71,-434.6,0.0,0.0,2026.08.21 04:57,2026.08.21 05:23
